x,y
0.5610041859949,0.5529084801757165
-3.9414237922757045,-9.31435721228307
3.441083811629319,8.116568716664712
2.907936540523796,8.469680792823183
3.5322948707411896,10.083767373327499
3.9455163150617683,8.710722243791214
1.3794294519126904,4.214568206108844
3.057853122224305,7.650159218048753
-1.7527654353816216,-2.103969977725652
-3.5669392150265877,-8.217663374495597
-3.414651584961741,-7.0608815289270614
1.7757291310986867,5.236085417033896
-4.268476568435133,-10.849612374368311
3.8627756651103358,11.604941269579198
0.7676372334778492,6.157690355413455
-3.265722908368823,-7.3990709450446195
3.485875890152517,12.421860545269938
0.5785003396663955,3.0990088747383915
2.788288981583209,6.111233917384615
-1.303611860708469,-4.306967936574817
2.420797948368084,6.109810818568114
2.0436993958032375,7.713810519497216
-3.221094233856493,-6.898666997401408
3.263024486542058,10.974301208253934
3.899304539295226,11.276538441025266
4.163782455670283,9.784526899726616
2.124339631466558,6.642061608818776
3.143669471452899,10.233001162198171
3.9826714006982087,9.931983459312274
4.626036396946313,13.998397544204266
1.796249857359788,4.8384672624493685
-0.9607484271137503,-0.21733477653750133
0.7560994689759415,0.7394674111209656
-1.3715709344448976,-3.2342122013740644
-4.787128518044591,-12.738283482206839
1.267433629601598,5.007502632210231
-0.7360934529476513,-0.11294796647274497
-3.4129233249294764,-8.667632716893323
4.591965169999355,13.742532667290495
-0.5108487008373253,2.5625735279174213
-4.288672342334147,-10.92365386868965
-0.4622760267671904,2.938211541410805
1.6162944203990302,6.6228642858208975
2.7877051472400938,6.942502298535684
-0.171991169229341,-0.21624250099741638
3.364491000697752,9.342587672966179
-0.46550348103857697,0.21194495215060566
-2.547104297646804,-6.899181297301433
-1.1826362957204637,-0.08957738036148188
-0.6569363447888854,-1.174093281314484
-1.2048016756385724,-0.3344956053705954
-4.064853380936424,-7.653500520021021
-3.5160068268523204,-6.636939248101852
-1.2885752228971192,-4.400972684249982
1.025600489851362,4.655960373526943
1.371114679756296,2.2274444397604043
-0.17221196914728054,1.9826734547234062
1.1954927132266153,2.827430675046159
4.1940784461163485,13.08066745510817
-2.101198186295543,-0.8831904744642456
-0.6247484744048615,-1.8004116595756527
-0.6258097288749802,-0.06233201309559466
4.78736955411158,11.831500400296115
0.8546074642369756,3.4074519503674323
2.460493331735397,9.654427817052692
3.0251216047563787,8.079901773838227
-3.8926642146077803,-8.378599044607943
0.49601085592180105,2.2046179170068934
-4.77581229757479,-10.843700547897914
-2.5448960119471242,-3.2503426117205625
3.4199830887691114,10.503640869291974
2.865209130889225,9.583878485572141
3.041162328956114,8.88739747354734
1.013757250481416,3.278336510680691
-0.7159208544265683,0.05134266025431278
3.861946877131272,10.842717118216031
-3.2685578432039684,-3.859945795100532
0.809036146662633,0.976421532561941
-2.332872931036618,-3.1451147067347685
-3.3256354734987195,-6.959400594361641
4.723477971687375,12.358221697930546
-0.3860861363110155,-0.22930937325164552
3.090967144261109,9.812464942361505
-4.986238145018752,-7.928215577607885
0.2585935407721971,1.330421705566808
-1.659625510249355,-3.1473821815255287
-4.6461571100452845,-10.102916838596776
-2.92612244532678,-6.176681013484652
4.573182937758171,12.057987339619343
1.4877004875644477,3.3496964934370794
-3.674579171804806,-10.681830628339615
-0.11400056283479731,1.417663466513988
-1.8755095625203455,-3.2827363813705257
1.8020925138700914,5.819494558458944
1.6939517513979974,3.8105894525862283
-4.983368903059869,-11.884462983554759
2.9844139404611605,7.774685564461616
-1.0032853846766931,-1.2505430470022345
3.430541098527767,12.779087332594685
1.4973708117629396,3.152340496108125
